input,target
"correct the following sentence:  that would be frequently asked qeuestion , so to answer this question we should be aware of the facts .","That would be a frequently asked question , so to answer this question we should be aware of the facts ."
"correct the following sentence:  that would be frequently asked qeuestion , so to answer this question we should be aware of the facts .","That would be a frequently asked question , so to answer this question we should be aware of the facts ."
"correct the following sentence:  that would be frequently asked qeuestion , so to answer this question we should be aware of the facts .","Those would be frequently asked questions , so to answer them , we should be aware of the facts ."
"correct the following sentence:  However far we try to cast a view , gas has become a very expensive item that will even become more expensive .","However we view it , gas has become a very expensive item that will become even more expensive ."
"correct the following sentence:  However far we try to cast a view , gas has become a very expensive item that will even become more expensive .","However far we try to project , gas has become a very expensive item that will become even more expensive ."
"correct the following sentence:  However far we try to cast a view , gas has become a very expensive item that will even become more expensive .","However , as far as we can see , gas has become a very expensive item that will become even more expensive ."
"correct the following sentence:  However far we try to cast a view , gas has become a very expensive item that will even become more expensive .","However far we try to look ahead , gas has become a very expensive commodity that will become even more expensive in the future ."
"correct the following sentence:  clearly , you must show you skills and by speaking .","Clearly , you must show your skills by speaking ."
"correct the following sentence:  clearly , you must show you skills and by speaking .","Clearly , you must show your skills by speaking ."
"correct the following sentence:  clearly , you must show you skills and by speaking .","Clearly , you must demonstrate your skills by speaking ."
"correct the following sentence:  clearly , you must show you skills and by speaking .","Clearly , you must show you skills by speaking ."
correct the following sentence:  It is very important for theme to understand ideas and concepts than it is for them to learn facts .,It is more important for them to understand ideas and concepts than it is for them to learn facts .
correct the following sentence:  It is very important for theme to understand ideas and concepts than it is for them to learn facts .,It is very important for them to understand ideas and concepts than it is for them to learn facts .
correct the following sentence:  It is very important for theme to understand ideas and concepts than it is for them to learn facts .,It is more important for them to understand the ideas and concepts than it is for them to memorize facts .
correct the following sentence:  It is very important for theme to understand ideas and concepts than it is for them to learn facts .,It is more important for them to understand the ideas and concepts than it is for them to learn the facts .
correct the following sentence:  Rather than keep his investment within the confines of the oil bussiness where he is the master he went ahead with his new plan .,"Rather than keep his investment within the confines of the oil business where he is the master , he went ahead with his new plan ."
correct the following sentence:  Rather than keep his investment within the confines of the oil bussiness where he is the master he went ahead with his new plan .,"Rather than keep his investment within the confines of the oil business , where he is the master , he went ahead with his new plan ."
correct the following sentence:  Rather than keep his investment within the confines of the oil bussiness where he is the master he went ahead with his new plan .,"Rather than keep his investment within the confines of the oil business where he is a master , he went ahead with his new plan ."
correct the following sentence:  Rather than keep his investment within the confines of the oil bussiness where he is the master he went ahead with his new plan .,"Rather than keeping his investment within the confines of the oil business , where he is a master , he went ahead with his new plan ."
correct the following sentence:  They complete each other .,They complete each other .
correct the following sentence:  They complete each other .,They complete each other .
correct the following sentence:  They complete each other .,They complete each other .
correct the following sentence:  They complete each other .,They complete each other .
"correct the following sentence:  Therefore , if someone comes up with that breakthrough or innovative ideas , he will be the first to capitalize it .","Therefore , if someone comes up with that breakthrough or innovative idea , he will be the first to capitalize on it ."
"correct the following sentence:  Therefore , if someone comes up with that breakthrough or innovative ideas , he will be the first to capitalize it .","Therefore , if someone comes up with a breakthrough or innovative ideas , he will be the first to capitalize it ."
"correct the following sentence:  Therefore , if someone comes up with that breakthrough or innovative ideas , he will be the first to capitalize it .","Therefore , if someone comes up with that breakthrough or innovative ideas , he will be the first to capitalize on it ."
"correct the following sentence:  Therefore , if someone comes up with that breakthrough or innovative ideas , he will be the first to capitalize it .","Therefore , if someone comes up with breakthrough or innovative ideas , he will be the first to capitalize on it ."
correct the following sentence:  students may doas not anderstand facts very will antell they ander stand the idea and concept that is related to the fact .,Students may not understand a fact very well until they understand the idea and concept related to the fact .
correct the following sentence:  students may doas not anderstand facts very will antell they ander stand the idea and concept that is related to the fact .,Students may not understand facts very well until they understand the idea and concept that is related to the fact .
correct the following sentence:  students may doas not anderstand facts very will antell they ander stand the idea and concept that is related to the fact .,Students may not understand facts very will until they understand the idea and concept that is related to the fact .
correct the following sentence:  students may doas not anderstand facts very will antell they ander stand the idea and concept that is related to the fact .,Students may not understand the facts very well until they understand the ideas and concepts that are related to the facts .
correct the following sentence:  They wander in the streets wearing all kinds of clothes .,They wander in the streets wearing all kinds of clothes .
correct the following sentence:  They wander in the streets wearing all kinds of clothes .,They wander in the streets wearing all kinds of clothes .
correct the following sentence:  They wander in the streets wearing all kinds of clothes .,They wander through the streets wearing many kinds of clothes .
correct the following sentence:  They wander in the streets wearing all kinds of clothes .,They wander in the streets wearing all kinds of clothes .
"correct the following sentence:  However , almost all of tour guide would go there with my group members and me .","However , almost all tour guides would go there with my group members and myself ."
"correct the following sentence:  However , almost all of tour guide would go there with my group members and me .","However , almost all of the tour guides would go there with my group members and me ."
"correct the following sentence:  However , almost all of tour guide would go there with my group members and me .","However , almost all of the tour guides would go there with my group members and me ."
"correct the following sentence:  However , almost all of tour guide would go there with my group members and me .","However , almost all of the tour guides would go there with my group and me ."
correct the following sentence:  But this does not happen .,But this does not happen .
correct the following sentence:  But this does not happen .,But this does not happen .
correct the following sentence:  But this does not happen .,But this does not happen .
correct the following sentence:  But this does not happen .,But this does not happen .
"correct the following sentence:  In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates .","In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates ."
"correct the following sentence:  In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates .","In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates ."
"correct the following sentence:  In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates .","In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to recall that the first one occurs before the second one , and thus it is easier to learn dates ."
"correct the following sentence:  In history , for example , it is helpful to understand what event causes another one , and why ; in this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates .","In history , for example , it is helpful to understand what event causes another one and why . In this way , it is easier to learn that the first one occurs before the second one , and thus it is easier to learn dates ."
correct the following sentence:  The fact is that by making the nails ourselves they would probably cost us more than buying them .,"The fact is that by making the nails ourselves , they would probably cost us more than buying them ."
correct the following sentence:  The fact is that by making the nails ourselves they would probably cost us more than buying them .,"The fact is that , by making the nails ourselves , they would probably cost us more than buying them ."
correct the following sentence:  The fact is that by making the nails ourselves they would probably cost us more than buying them .,"The fact is that by making the nails ourselves , they would probably cost us more than buying them ."
correct the following sentence:  The fact is that by making the nails ourselves they would probably cost us more than buying them .,The fact is that by making the nails ourselves they would probably cost us more than buying them .
correct the following sentence:  There are my children who are not going to school or colleges and coming to movies .,Those are my children who are not going to school or college and going to the movies .
correct the following sentence:  There are my children who are not going to school or colleges and coming to movies .,There are my children who are not going to school or college and going to movies .
correct the following sentence:  There are my children who are not going to school or colleges and coming to movies .,There are children who are not going to schools or colleges and instead are going to movies .
correct the following sentence:  There are my children who are not going to school or colleges and coming to movies .,There are my children who are not going to school or colleges and instead coming to movies .
"correct the following sentence:  But , in the technology and evolution time people 's mind had arrived to a solution , they must decrease water carriers or water way ships which travel between North America and The Eastern Europe , or build more canals and ship ports so the load on the ship can be decreased and less zebra mussel is transported .","But , in the evolution of technology over time people had arrived at a solution : they must decrease water carriers or waterway ships which travel between North America and Eastern Europe , or build more canals and ship ports so the load on the ships can be decreased and fewer zebra mussels are transported ."
"correct the following sentence:  But , in the technology and evolution time people 's mind had arrived to a solution , they must decrease water carriers or water way ships which travel between North America and The Eastern Europe , or build more canals and ship ports so the load on the ship can be decreased and less zebra mussel is transported .","But in the technology and evolution time , people 's mind had arrived to a solution ; they must decrease water carriers or water way ships which travel between North America and The Eastern Europe or build more canals and ship ports so the load on the ship can be decreased and less zebra mussel are transported ."
"correct the following sentence:  But , in the technology and evolution time people 's mind had arrived to a solution , they must decrease water carriers or water way ships which travel between North America and The Eastern Europe , or build more canals and ship ports so the load on the ship can be decreased and less zebra mussel is transported .","But with technology and the evolution of time , people 's mind had arrived to a solution , they must decrease water carriers or water way ships which travel between North America and Eastern Europe , or build more canals and ship ports so the load on the ship can be decreased and less zebra mussel is transported ."
"correct the following sentence:  But , in the technology and evolution time people 's mind had arrived to a solution , they must decrease water carriers or water way ships which travel between North America and The Eastern Europe , or build more canals and ship ports so the load on the ship can be decreased and less zebra mussel is transported .","But , with the evolution of technology , people 's minds had arrived to a solution : they must decrease the water carriers or waterway ships which travel between North America and Eastern Europe , or build more canals and ship ports so the load on each ship can be decreased and fewer zebra mussels are transported ."
correct the following sentence:  It can be good opportunity to make their own time to do anything .,It can be a good opportunity to make their own time to do anything .
correct the following sentence:  It can be good opportunity to make their own time to do anything .,It can be a good opportunity to make their own time to do anything .
correct the following sentence:  It can be good opportunity to make their own time to do anything .,It can be a good opportunity to make their own time to do anything .
correct the following sentence:  It can be good opportunity to make their own time to do anything .,It can be a good opportunity to make their own time to do anything .
"correct the following sentence:  However , she also said that some kinds of birds are shrink .","However , she also said that some kinds of birds are shrunken ."
"correct the following sentence:  However , she also said that some kinds of birds are shrink .","However , she also said that some kinds of birds are shrinks ."
"correct the following sentence:  However , she also said that some kinds of birds are shrink .","However , she also said that some kinds of birds are shrinking ."
"correct the following sentence:  However , she also said that some kinds of birds are shrink .","However , she also said that the number of different kinds of birds are shrinking ."
correct the following sentence:  Yet I am sure there are a number of exapmles of people who have achieved success that would prove the statement wrong .,Yet I am sure there are a number of examples of people who have achieved success that would prove the statement wrong .
correct the following sentence:  Yet I am sure there are a number of exapmles of people who have achieved success that would prove the statement wrong .,"Yet , I am sure there are a number of examples of people who have achieved success that would prove the statement wrong ."
correct the following sentence:  Yet I am sure there are a number of exapmles of people who have achieved success that would prove the statement wrong .,"Yet , I am sure there are a number of examples of people who have achieved success that would prove that statement wrong ."
correct the following sentence:  Yet I am sure there are a number of exapmles of people who have achieved success that would prove the statement wrong .,Yet I am sure there are a number of examples of people who have achieved success that would prove the statement wrong .
"correct the following sentence:  This is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity .","This is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity ."
"correct the following sentence:  This is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity .","This is made obvious from the fact that when the mind is not clear and free , a man can not involve himself completely in doing any activity ."
"correct the following sentence:  This is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity .","This is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity ."
"correct the following sentence:  This is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity .","It is obvious from the fact that when the mind is not clear and free , man can not involve himself completely in doing any activity ."
"correct the following sentence:  However , I have different way of thinking toward the quote .","However , I have a different way of thinking about the quote ."
"correct the following sentence:  However , I have different way of thinking toward the quote .","However , I have different ways of thinking about the quote ."
"correct the following sentence:  However , I have different way of thinking toward the quote .","However , I have a different way of thinking towards the quote ."
"correct the following sentence:  However , I have different way of thinking toward the quote .","However , I have a different way of thinking about the quote ."
"correct the following sentence:  First , young people have a lot of problems .","Firstly , young people have a lot of problems ."
"correct the following sentence:  First , young people have a lot of problems .","First , young people have a lot of problems ."
"correct the following sentence:  First , young people have a lot of problems .","First , young people have a lot of problems ."
"correct the following sentence:  First , young people have a lot of problems .","First , young people have a lot of problems ."
correct the following sentence:  This is an effective solution to stop an advancing fires .,This is an effective solution to stop an advancing fire .
correct the following sentence:  This is an effective solution to stop an advancing fires .,This is an effective solution to stop an advancing fire .
correct the following sentence:  This is an effective solution to stop an advancing fires .,This is an effective solution to stop advancing fires .
correct the following sentence:  This is an effective solution to stop an advancing fires .,This is an effective solution to stop advancing fires .
correct the following sentence:  This always chalanges the consumers to buy a perticular commodity in order to satisfy their needs and want in the morden days .,"This always challenges consumers to buy a peculiar commodity in order to satisfy their needs , and wants , in modern times ."
correct the following sentence:  This always chalanges the consumers to buy a perticular commodity in order to satisfy their needs and want in the morden days .,This always challenges the consumers to buy a particular commodity in order to satisfy their needs and wants in modern days .
correct the following sentence:  This always chalanges the consumers to buy a perticular commodity in order to satisfy their needs and want in the morden days .,This always challenges the consumers to buy a particular commodity in order to satisfy their needs and wants in modern days .
correct the following sentence:  This always chalanges the consumers to buy a perticular commodity in order to satisfy their needs and want in the morden days .,This always challenges consumers to buy a particular commodity in order to satisfy their needs and wants in modern days .
"correct the following sentence:  Fro exemple , it will be easier for people to concentrate on a subject such as geology , having a broad knwoledge of many academics , than to try to concentrate on geology after having studied litterature .","For example , it will be easier for people to concentrate on a subject such as geology , having a broad knowledge of many academics , than to try to concentrate on geology after having studied literature ."
"correct the following sentence:  Fro exemple , it will be easier for people to concentrate on a subject such as geology , having a broad knwoledge of many academics , than to try to concentrate on geology after having studied litterature .","For example , it will be easier for people to concentrate on a subject such as geology , having a broad knowledge of many academics , than to try to concentrate on geology after having studied literature ."
"correct the following sentence:  Fro exemple , it will be easier for people to concentrate on a subject such as geology , having a broad knwoledge of many academics , than to try to concentrate on geology after having studied litterature .","For example , it will be easier for people to concentrate on a subject such as geology while having a broad knowledge of many subjects , than to try to concentrate on geology after having studied literature ."
"correct the following sentence:  Fro exemple , it will be easier for people to concentrate on a subject such as geology , having a broad knwoledge of many academics , than to try to concentrate on geology after having studied litterature .","For example , it will be easier for people to concentrate subjects such as geology , if they have a broad knowledge of many fields , rather than to try to concentrate solely on geology after having studied literature ."
"correct the following sentence:  After a official training course , we helped the patients to bath , talked with the elder people who lived alone , and helped the organization to hold activities during special occasions like the mother 's day .","After an official training course , we helped the patients bathe , talked with the elder people who lived alone , and helped the organization hold activities during special occasions like Mother 's Day ."
"correct the following sentence:  After a official training course , we helped the patients to bath , talked with the elder people who lived alone , and helped the organization to hold activities during special occasions like the mother 's day .","After an official training course , we helped the patients to bathe , talked with the elderly people who lived alone , and helped the organization to hold activities during special occasions like the Mother 's Day ."
"correct the following sentence:  After a official training course , we helped the patients to bath , talked with the elder people who lived alone , and helped the organization to hold activities during special occasions like the mother 's day .","After an official training course , we helped patients bath , talked with elderly people who lived alone , and helped the organization hold activities during special occasions like Mother 's Day ."
"correct the following sentence:  After a official training course , we helped the patients to bath , talked with the elder people who lived alone , and helped the organization to hold activities during special occasions like the mother 's day .","After an official training course , we helped the patients to bathe , talked with the elder people who lived alone , and helped the organization to hold activities during special occasions like Mother 's Day ."
correct the following sentence:  You can buy a vavilla cake in a fine store and another vanilla cake in the regular store .,You can buy a vanilla cake in a fine store and another vanilla cake at a regular store .
correct the following sentence:  You can buy a vavilla cake in a fine store and another vanilla cake in the regular store .,You can buy a vanilla cake in a fine store and another vanilla cake in the regular store .
correct the following sentence:  You can buy a vavilla cake in a fine store and another vanilla cake in the regular store .,You can buy a vanilla cake in an upscale store and another vanilla cake in the regular store .
correct the following sentence:  You can buy a vavilla cake in a fine store and another vanilla cake in the regular store .,You can buy a vanilla cake in a fancy store and another vanilla cake in a regular store .
correct the following sentence:  some guider is not sure about information .,Some guide is not sure about the information .
correct the following sentence:  some guider is not sure about information .,Some guides are not sure about the information .
correct the following sentence:  some guider is not sure about information .,Some guides are not sure about the information .
correct the following sentence:  some guider is not sure about information .,Some guides are not sure about the information .
correct the following sentence:  They share their views and ideas within a group .,They share their views and ideas within a group .
correct the following sentence:  They share their views and ideas within a group .,They share their views and ideas within the group .
correct the following sentence:  They share their views and ideas within a group .,They share their views and ideas within a group .
correct the following sentence:  They share their views and ideas within a group .,They share their views and ideas within the group .
correct the following sentence:  Hope is the main key for finding new task .,Hope is the main key for finding new task .
correct the following sentence:  Hope is the main key for finding new task .,Hope is the main key for finding a new task .
correct the following sentence:  Hope is the main key for finding new task .,Hope is the main key to finding new tasks .
correct the following sentence:  Hope is the main key for finding new task .,Hope is the key ingredient for finding new tasks .
"correct the following sentence:  This is because , the choice can appear to students as a common part .","This is because , the choice can appear to students as a common part ."
"correct the following sentence:  This is because , the choice can appear to students as a common part .",This is because the choice can appear to students as a common part .
"correct the following sentence:  This is because , the choice can appear to students as a common part .","This is because , the choice can appear to students as a common part ."
"correct the following sentence:  This is because , the choice can appear to students as a common part .",This is because the choice can appear to students as a common thing .
correct the following sentence:  Developing communities want to build more modern duildings .,Developing communities want to build more modern buildings .
correct the following sentence:  Developing communities want to build more modern duildings .,Developing communities want to build more modern buildings .
correct the following sentence:  Developing communities want to build more modern duildings .,Developing communities want to build more modern buildings .
correct the following sentence:  Developing communities want to build more modern duildings .,Developing communities want to build more modern buildings .
"correct the following sentence:  I strongly believe that in twenty years there will be fewer cars in use than there are today because of the damage decreasment , and technology replacment .",I strongly believe that in twenty years there will be fewer cars in use than there are today because of the damage decrements and technology replacement .
"correct the following sentence:  I strongly believe that in twenty years there will be fewer cars in use than there are today because of the damage decreasment , and technology replacment .",I strongly believe that in twenty years there will be fewer cars in use than there are today because of the damage decrements and technology replacements .
"correct the following sentence:  I strongly believe that in twenty years there will be fewer cars in use than there are today because of the damage decreasment , and technology replacment .",I strongly believe that in twenty years there will be fewer cars in use than there are today because of the decreasing damage and technology replacement .
"correct the following sentence:  I strongly believe that in twenty years there will be fewer cars in use than there are today because of the damage decreasment , and technology replacment .",I strongly believe that in twenty years there will be fewer cars in use than there are today because of reducing the damage they cause with technology replacement .
"correct the following sentence:  Most important , however , zebra mussels often have no predators in their new habitats , and species without natural predatpres are likely to dominate their habitats .","Most important , zebra mussels often have no predators in their new habitats , and species without natural predators are likely to dominate their habitats ."
"correct the following sentence:  Most important , however , zebra mussels often have no predators in their new habitats , and species without natural predatpres are likely to dominate their habitats .","Most importantly , however , is that zebra mussels often have no predators in their new habitats , and species without natural predators are likely to dominate their habitats ."
"correct the following sentence:  Most important , however , zebra mussels often have no predators in their new habitats , and species without natural predatpres are likely to dominate their habitats .","Most important , however , zebra mussels often have no predators in their new habitats and species without natural predators are likely to dominate their habitats ."
"correct the following sentence:  Most important , however , zebra mussels often have no predators in their new habitats , and species without natural predatpres are likely to dominate their habitats .","Most important , however , zebra mussels often have no predators in their new habitats , and species without natural predators are likely to dominate their habitats ."
"correct the following sentence:  It is possible that as the energy problem , the people 's live styal will be changed .","It is possible that with the energy problem , people 's life style will be changed ."
"correct the following sentence:  It is possible that as the energy problem , the people 's live styal will be changed .","It is possible that as the energy problem change , the people 's life style will be changed ."
"correct the following sentence:  It is possible that as the energy problem , the people 's live styal will be changed .","It is possible that as the energy problem , the people 's live style will be changed ."
"correct the following sentence:  It is possible that as the energy problem , the people 's live styal will be changed .","It is possible that as an energy problem , people 's lives will still be changed ."
"correct the following sentence:  For example , When I was in school my Geography book present `` Ploto '' as the last planet but the recent studies posted that `` Ploto '' is not a planet at all becouse of some different chracterictcs .","For example , when I was in school my Geography book presents `` Pluto '' as the last planet but recent studies posted that `` Pluto '' is not a planet at all because of different characteristics ."
"correct the following sentence:  For example , When I was in school my Geography book present `` Ploto '' as the last planet but the recent studies posted that `` Ploto '' is not a planet at all becouse of some different chracterictcs .","For example , when I was in school my geography book presented `` Pluto '' as the last planet , but recent studies stated that `` Pluto '' is not a planet at all because of some different characteristics ."
"correct the following sentence:  For example , When I was in school my Geography book present `` Ploto '' as the last planet but the recent studies posted that `` Ploto '' is not a planet at all becouse of some different chracterictcs .","For example , when I was in school my geography book presented `` Pluto '' as the last planet , but recent studies posted that `` Pluto '' is not a planet at all because of some different characteristics ."
"correct the following sentence:  For example , When I was in school my Geography book present `` Ploto '' as the last planet but the recent studies posted that `` Ploto '' is not a planet at all becouse of some different chracterictcs .","For example , when I was in school , my Geography book stated `` Pluto '' was the last planet ; but recent studies declare that `` Pluto '' is not a planet at all because of some different characteristics ."
correct the following sentence:  But that does not mean that I do not respect and admire the others..,But that does not mean that I do not respect and admire the others .
correct the following sentence:  But that does not mean that I do not respect and admire the others..,But that does not mean that I do not respect and admire others .
correct the following sentence:  But that does not mean that I do not respect and admire the others..,But that does not mean that I do not respect and admire the others .
correct the following sentence:  But that does not mean that I do not respect and admire the others..,But that does not mean that I do not respect and admire the others .
"correct the following sentence:  For example , in Korea , teachers teach something and students learn what teachers saying without dissussing with students while class .","For example , in Korea , teachers teach something and students learn what teachers are saying without discussing with students while in class ."
"correct the following sentence:  For example , in Korea , teachers teach something and students learn what teachers saying without dissussing with students while class .","For example , in Korea , teachers teach something and students learn while listening to the teachers without discussing the lesson in class ."
"correct the following sentence:  For example , in Korea , teachers teach something and students learn what teachers saying without dissussing with students while class .","For example , in Korea , teachers teach something and students learn what the teachers are saying without discussing with other students while in class ."
"correct the following sentence:  For example , in Korea , teachers teach something and students learn what teachers saying without dissussing with students while class .","For example , in Korea , teachers teach something and students learn what the teachers are saying without discussing it with students while in class ."
correct the following sentence:  They do not need to know about what facts about that cake are .,They do not need to know about the facts for cake .
correct the following sentence:  They do not need to know about what facts about that cake are .,They do not need to know what the cake facts are .
correct the following sentence:  They do not need to know about what facts about that cake are .,They do not need to know about the facts of that cake .
correct the following sentence:  They do not need to know about what facts about that cake are .,They do not need to know the ingredients of the cake .
"correct the following sentence:  First , we can protect our enviroment by saving oil and gas","First , we can protect our environment by saving oil and gas ."
"correct the following sentence:  First , we can protect our enviroment by saving oil and gas","First , we can protect our environment by saving oil and gas"
"correct the following sentence:  First , we can protect our enviroment by saving oil and gas","First , we can protect our environment by saving oil and gas ."
"correct the following sentence:  First , we can protect our enviroment by saving oil and gas","First , we can protect our environment by saving oil and gas ."
"correct the following sentence:  To have broad knowledge of many academic subject , we can pick up more interesting fields about subject and it 's too easy to understand .","To have broad knowledge of many academic subjects , we can pick up more interesting fields about subjects and it 's too easy to understand ."
"correct the following sentence:  To have broad knowledge of many academic subject , we can pick up more interesting fields about subject and it 's too easy to understand .","To have broad knowledge of many academic subjects , we can pick up more interesting fields about subjects and it 's very easy to understand ."
"correct the following sentence:  To have broad knowledge of many academic subject , we can pick up more interesting fields about subject and it 's too easy to understand .","To have broad knowledge of many academic subject , we can pick up more interesting fields about subject and it 's too easy to understand ."
"correct the following sentence:  To have broad knowledge of many academic subject , we can pick up more interesting fields about subject and it 's too easy to understand .","With a broad knowledge of many academic subjects , we can learn about interesting subfields and they are easier to understand ."
correct the following sentence:  And I am completely disagree with what the auther want to say .,And I completely disagree with what the author wanted to say .
correct the following sentence:  And I am completely disagree with what the auther want to say .,And I completely disagree with what the author wants to say .
correct the following sentence:  And I am completely disagree with what the auther want to say .,And I completely disagree with what the author wants to say .
correct the following sentence:  And I am completely disagree with what the auther want to say .,And I completely disagree with what the author wants to say .
correct the following sentence:  I support my feel that it can be part of life .,I support my feelings that it can be part of life .
correct the following sentence:  I support my feel that it can be part of life .,I support my feeling that it can be part of life .
correct the following sentence:  I support my feel that it can be part of life .,I support my feeling that it can be part of life .
correct the following sentence:  I support my feel that it can be part of life .,I support my feeling that it can be a part of life .
"correct the following sentence:  but on the other hand , we have a risk to poison this product , because farmers often feed their fish growth-inducing chemicals .","But on the other hand , we have a risk to poison this product , because farmers often feed their fish growth-inducing chemicals ."
"correct the following sentence:  but on the other hand , we have a risk to poison this product , because farmers often feed their fish growth-inducing chemicals .","On the other hand , we have a risk to poison this product , because farmers often feed their fish growth-inducing chemicals ."
"correct the following sentence:  but on the other hand , we have a risk to poison this product , because farmers often feed their fish growth-inducing chemicals .","But on the other hand , we run the risk of poisoning this product , because farmers often feed their fish growth-inducing chemicals ."
"correct the following sentence:  but on the other hand , we have a risk to poison this product , because farmers often feed their fish growth-inducing chemicals .","But , on the other hand , we are at risk of being poisoned by this product because farmers often feed their fish growth-inducing chemicals ."
"correct the following sentence:  Think about it , If you are 50~60 years old you always think your health .","Think about it , if you are 50~60 years old you always think about your health ."
"correct the following sentence:  Think about it , If you are 50~60 years old you always think your health .","Think about it , if you are 50-60 years old you always think about your health ."
"correct the following sentence:  Think about it , If you are 50~60 years old you always think your health .",Think about it : if you are 50-60 years old you always think about your health .
"correct the following sentence:  Think about it , If you are 50~60 years old you always think your health .","Think about it , If you are 50 or 60 years old , you always think about your health ."
correct the following sentence:  I advice all people to always keep smaile and have fun in this wonderful life god gave us .,I advise all people to always keep smiling and have fun in this wonderful life God gave us .
correct the following sentence:  I advice all people to always keep smaile and have fun in this wonderful life god gave us .,I advise all people to always keep a smile and have fun in this wonderful life god gave us .
correct the following sentence:  I advice all people to always keep smaile and have fun in this wonderful life god gave us .,I advise all people to always keep smiling and to have fun in this wonderful life God gave us .
correct the following sentence:  I advice all people to always keep smaile and have fun in this wonderful life god gave us .,I advise all people to always keep smiling and have fun in this wonderful life god gave us .
correct the following sentence:  Everybody knows each other .,Everybody knows each other .
correct the following sentence:  Everybody knows each other .,Everybody knows each other .
correct the following sentence:  Everybody knows each other .,Everybody knows each other .
correct the following sentence:  Everybody knows each other .,Everybody knows each other .
correct the following sentence:  Anther reason to joing a big company is job security .,Anther reason to join a big company is job security .
correct the following sentence:  Anther reason to joing a big company is job security .,Anther reason to join a big company is job security .
correct the following sentence:  Anther reason to joing a big company is job security .,Another reason to join a big company is job security .
correct the following sentence:  Anther reason to joing a big company is job security .,Another reason to join a big company is job security .
"correct the following sentence:  Indeed , on the one hand , there are obvious signs that cars are doomed to be less and less baught by people .","Indeed , on the one hand , there are obviously signs that cars are doomed to be less and less bought by people ."
"correct the following sentence:  Indeed , on the one hand , there are obvious signs that cars are doomed to be less and less baught by people .","Indeed , on the one hand , there are obvious signs that cars are doomed to be bought less and less by people ."
"correct the following sentence:  Indeed , on the one hand , there are obvious signs that cars are doomed to be less and less baught by people .","Indeed , on the one hand there are obvious signs that cars are doomed to be less and less purchased by people ."
"correct the following sentence:  Indeed , on the one hand , there are obvious signs that cars are doomed to be less and less baught by people .","Indeed , on the one hand , there are obvious signs that cars are destined to be purchased by fewer and fewer people ."
